"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115"
"1716";"0";"0";"31";"6888322";"-77";"182";"1";"24";"1";"5";"1";"-99";"2";"-77";"-66";"5";"7";"3";"1";"1";"1";"1";"1";"1";"1";"4";"7";"7";"4";"3";"4";"1";"5";"1";"1";"1";"1";"Mozilla/5.0 (Linux; Android 9; SM-G950F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.105 Mobile Safari/537.36 Instagram 322.0.0.37.95 Android (28/9; 480dpi; 1080x2076; samsung; SM-G950F; dreamlte; samsungexynos8895; de_DE; 575345927)";"https://www.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"8c4e4085f48dcb7d349153a0ffc15e21";"1";"0";"1710831375";"2024-03-19 06:56:15";"2024-03-19 06:59:17";"0000-00-00 00:00:00";"24";"0";"140";"145";"168";"0";"0";"182"
"1717";"0";"0";"31";"6888322";"-77";"1098";"3";"23";"1";"4";"1";"-99";"1";"4";"Haema";"2";"2";"1";"7";"2";"2";"4";"6";"1";"7";"5";"7";"7";"6";"6";"7";"5";"6";"5";"7";"7";"7";"Mozilla/5.0 (Linux; Android 10; ELE-L29 Build/HUAWEIELE-L29; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.119 Mobile Safari/537.36 Instagram 324.0.0.0.33 Android (29/10; 480dpi; 1080x2139; HUAWEI; ELE-L29; HWELE; kirin980; de_DE; 578079620)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"1";"0";"-77";"-77";"76cfdc76cfa7efb44f7ff1844b4a3cf6";"1";"0";"1710832069";"2024-03-19 07:07:49";"2024-03-19 07:26:07";"0000-00-00 00:00:00";"41";"55";"1069";"1076";"0";"0";"1079";"1098"
"1718";"0";"0";"31";"6888322";"-77";"212";"2";"25";"1";"5";"1";"-99";"1";"1";"-99";"1";"4";"2";"2";"1";"3";"6";"5";"1";"5";"5";"7";"7";"2";"4";"4";"3";"4";"2";"5";"7";"6";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 322.1.1.25.88 (iPhone14,7; iOS 17_3_1; de_DE; de; scale=3.00; 1170x2532; 575967800)";"https://www.instagram.com/";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"15a10a8bb2b743b70f4d4369b9ac121b";"1";"0";"1710835587";"2024-03-19 08:06:27";"2024-03-19 08:09:59";"0000-00-00 00:00:00";"38";"45";"177";"180";"0";"193";"0";"212"
"1719";"0";"0";"31";"6888322";"-77";"309";"1";"27";"2";"5";"1";"-99";"1";"1";"-99";"1";"3";"2";"3";"2";"2";"4";"7";"1";"5";"6";"5";"7";"4";"6";"5";"6";"4";"2";"5";"7";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"ea8320116c491d4cfc3481f902ec45f7";"1";"0";"1710837952";"2024-03-19 08:45:52";"2024-03-19 08:51:01";"0000-00-00 00:00:00";"13";"17";"83";"90";"293";"0";"0";"309"
"1720";"0";"0";"31";"6888322";"-77";"176";"2";"43";"1";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"1";"1";"7";"7";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Linux; Android 10; MAR-LX1A Build/HUAWEIMAR-L21A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"179b8c318ef07100fa30daaebb846980";"1";"0";"1710841439";"2024-03-19 09:43:59";"2024-03-19 09:46:55";"0000-00-00 00:00:00";"22";"27";"130";"138";"0";"152";"0";"176"
"1721";"0";"0";"31";"6888322";"-77";"140";"3";"48";"1";"4";"1";"-99";"1";"1";"-99";"1";"4";"7";"1";"1";"4";"4";"7";"1";"7";"7";"7";"7";"4";"5";"7";"7";"7";"2";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; Pixel 6a Build/AP1A.240305.019.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.106 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"fc0298db8823cc6f60822a789f887d5a";"1";"0";"1710841472";"2024-03-19 09:44:32";"2024-03-19 09:46:52";"0000-00-00 00:00:00";"25";"30";"117";"122";"0";"0";"125";"140"
"1722";"0";"0";"31";"6888322";"-77";"136";"1";"26";"2";"5";"1";"-99";"1";"1";"-99";"1";"4";"7";"1";"1";"1";"3";"4";"1";"5";"6";"7";"7";"6";"6";"6";"6";"7";"3";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone13,3;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578340415]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"385d678d33e8317309efdf9f751a2386";"1";"0";"1710841494";"2024-03-19 09:44:54";"2024-03-19 09:47:10";"0000-00-00 00:00:00";"19";"21";"99";"101";"117";"0";"0";"136"
"1723";"0";"0";"31";"6888322";"-77";"129";"3";"21";"2";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"3";"4";"1";"1";"5";"1";"7";"7";"7";"7";"6";"5";"7";"6";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/17.4;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578105567]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"408ded7b51d07905c2d3bf652563ae2f";"1";"0";"1710841593";"2024-03-19 09:46:33";"2024-03-19 09:48:42";"0000-00-00 00:00:00";"21";"25";"110";"114";"0";"0";"117";"129"
"1724";"0";"0";"31";"6888322";"-77";"127";"2";"48";"2";"2";"1";"-99";"1";"1";"-99";"7";"1";"7";"6";"7";"1";"5";"4";"1";"4";"5";"6";"7";"6";"4";"4";"4";"5";"5";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"https://l.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"dd57e21e418b94cc56c0aa36072c00a8";"1";"0";"1710841606";"2024-03-19 09:46:46";"2024-03-19 09:48:53";"0000-00-00 00:00:00";"17";"26";"103";"108";"0";"118";"0";"127"
"1725";"0";"0";"31";"6888322";"-77";"177";"2";"57";"1";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"1";"1";"2";"4";"1";"4";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20H307 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone10,4;FBMD/iPhone;FBSN/iOS;FBSV/16.7.5;FBSS/2;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578323930]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"2eda10f5cbf5025fe4b4a71ade494d65";"1";"0";"1710841688";"2024-03-19 09:48:08";"2024-03-19 09:51:05";"0000-00-00 00:00:00";"21";"27";"143";"149";"0";"163";"0";"177"
"1726";"0";"0";"31";"6888322";"-77";"242";"1";"33";"1";"3";"1";"-99";"1";"1";"-99";"1";"3";"4";"1";"3";"2";"4";"5";"1";"7";"7";"7";"7";"6";"5";"6";"3";"6";"7";"6";"6";"6";"Mozilla/5.0 (Linux; Android 14; SM-G991B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.102 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"bf86a04ba2b9293a85c93e75dd92c616";"1";"0";"1710841766";"2024-03-19 09:49:26";"2024-03-19 09:53:28";"0000-00-00 00:00:00";"26";"31";"184";"191";"214";"0";"0";"242"
"1727";"0";"0";"31";"6888322";"-77";"467";"3";"35";"1";"4";"1";"-99";"1";"1";"-99";"1";"4";"1";"2";"4";"1";"1";"5";"1";"2";"5";"6";"7";"4";"4";"6";"7";"5";"2";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-A236B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.106 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"bf8accfb9e469bc051cb15c8220076b9";"1";"0";"1710841826";"2024-03-19 09:50:26";"2024-03-19 09:58:13";"0000-00-00 00:00:00";"39";"44";"348";"375";"0";"0";"398";"467"
"1728";"0";"0";"31";"6888322";"-77";"156";"3";"39";"1";"7";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"2";"1";"6";"6";"4";"7";"7";"7";"7";"5";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/577733988]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"c41d95c4576ec84a6e4445008f06d2c8";"1";"0";"1710841901";"2024-03-19 09:51:41";"2024-03-19 09:54:17";"0000-00-00 00:00:00";"50";"53";"141";"143";"0";"0";"146";"156"
"1729";"0";"0";"31";"6888322";"-77";"211";"2";"57";"2";"4";"1";"-99";"1";"1";"-99";"2";"3";"1";"5";"6";"1";"3";"1";"1";"3";"5";"6";"7";"3";"2";"3";"6";"2";"3";"7";"7";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0";"https://l.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"52fb4519a13f155f8bc7b1521a55c33c";"1";"0";"1710841977";"2024-03-19 09:52:57";"2024-03-19 09:56:28";"0000-00-00 00:00:00";"27";"32";"171";"176";"0";"195";"0";"211"
"1730";"0";"0";"31";"6888322";"-77";"109";"1";"26";"1";"6";"1";"-99";"1";"1";"-99";"1";"5";"4";"1";"5";"4";"5";"5";"1";"7";"6";"7";"7";"7";"5";"7";"6";"6";"5";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-G991B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"bc2a9914a7d7abee181ea7ac3678b83e";"1";"0";"1710841986";"2024-03-19 09:53:06";"2024-03-19 09:54:55";"0000-00-00 00:00:00";"15";"18";"86";"89";"99";"0";"0";"109"
"1731";"0";"0";"31";"6888322";"-77";"197";"2";"50";"2";"7";"1";"-99";"1";"1";"-99";"1";"1";"1";"2";"5";"1";"4";"5";"1";"7";"7";"7";"7";"6";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"48f3e28a52ea7f4c1a007f5f968d07dd";"1";"0";"1710842075";"2024-03-19 09:54:35";"2024-03-19 09:57:52";"0000-00-00 00:00:00";"33";"37";"149";"154";"0";"167";"0";"197"
"1732";"0";"0";"31";"6888322";"-77";"118";"3";"34";"1";"3";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"2";"1";"4";"4";"1";"4";"7";"7";"7";"7";"5";"7";"7";"7";"4";"7";"7";"7";"Mozilla/5.0 (Linux; Android 12; SM-G973F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.102 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"89f63f2fdceb51cf24d4716b715c6e23";"1";"0";"1710842079";"2024-03-19 09:54:39";"2024-03-19 09:56:37";"0000-00-00 00:00:00";"16";"21";"97";"104";"0";"0";"106";"118"
"1733";"0";"0";"31";"6888322";"-77";"183";"1";"31";"1";"4";"1";"-99";"1";"4";"Universitätsklinikum Hamburg Eppendorf ";"1";"3";"2";"5";"2";"2";"3";"5";"1";"4";"6";"7";"6";"5";"4";"6";"4";"5";"3";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-G990B2 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"7d19055f05621140358469cdb85e2540";"1";"0";"1710842106";"2024-03-19 09:55:06";"2024-03-19 09:58:09";"0000-00-00 00:00:00";"24";"43";"143";"146";"164";"0";"0";"183"
"1734";"0";"0";"31";"6888322";"-77";"140";"1";"29";"1";"2";"1";"-99";"1";"1";"-99";"1";"4";"1";"1";"1";"1";"3";"4";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-A536B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"f006b3e2d2432d954c4d4c59893c9d79";"1";"0";"1710842208";"2024-03-19 09:56:48";"2024-03-19 09:59:08";"0000-00-00 00:00:00";"13";"16";"90";"93";"105";"0";"0";"140"
"1735";"0";"0";"31";"6888322";"-77";"155";"3";"28";"1";"6";"1";"-99";"1";"1";"-99";"1";"2";"1";"2";"6";"3";"2";"2";"1";"7";"6";"6";"7";"6";"7";"6";"6";"6";"6";"7";"7";"7";"Mozilla/5.0 (Linux; Android 10; LM-G710 Build/QKQ1.191222.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"1";"0";"-77";"-77";"e5207d7107907a3932b257672d8e53ae";"1";"0";"1710842317";"2024-03-19 09:58:37";"2024-03-19 10:01:12";"0000-00-00 00:00:00";"15";"19";"132";"136";"0";"0";"139";"155"
"1736";"0";"0";"31";"6888322";"-77";"215";"1";"51";"1";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"2";"1";"1";"7";"1";"7";"7";"7";"7";"7";"6";"7";"7";"6";"6";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.4;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/576695438]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"c6ce4e647dd893b4e9e2d3b2a04d4b08";"1";"0";"1710842353";"2024-03-19 09:59:13";"2024-03-19 10:02:48";"0000-00-00 00:00:00";"29";"35";"172";"177";"191";"0";"0";"215"
"1737";"0";"0";"31";"6888322";"-77";"183";"2";"43";"1";"4";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"1";"1";"7";"7";"1";"7";"6";"7";"7";"6";"6";"7";"7";"7";"6";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; Pixel 7 Build/UQ1A.240205.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.105 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/453.0.0.40.107;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"67c156936380c61e23f024f5ba3af9ac";"1";"0";"1710842381";"2024-03-19 09:59:41";"2024-03-19 10:02:44";"0000-00-00 00:00:00";"22";"27";"139";"144";"0";"159";"0";"183"
"1738";"0";"0";"31";"6888322";"-77";"240";"3";"32";"1";"3";"1";"-99";"1";"1";"-99";"1";"1";"7";"1";"1";"1";"4";"6";"1";"7";"7";"7";"7";"7";"5";"7";"7";"7";"6";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.4;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578072578]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"441e39dcf89578049af17ad49fae39fe";"1";"0";"1710842433";"2024-03-19 10:00:33";"2024-03-19 10:04:33";"0000-00-00 00:00:00";"26";"30";"223";"227";"0";"0";"229";"240"
"1739";"0";"0";"31";"6888322";"-77";"226";"2";"26";"2";"7";"1";"-99";"1";"1";"-99";"1";"2";"1";"1";"5";"1";"5";"4";"1";"5";"7";"6";"7";"6";"6";"7";"6";"7";"5";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone13,2;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578250487]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"726e9685cc505c2ab4698dcefd62770b";"1";"0";"1710842511";"2024-03-19 10:01:51";"2024-03-19 10:05:37";"0000-00-00 00:00:00";"31";"35";"181";"183";"0";"206";"0";"226"
"1740";"0";"0";"31";"6888322";"-77";"101";"2";"28";"1";"3";"1";"-99";"1";"1";"-99";"1";"3";"7";"1";"3";"1";"7";"4";"1";"7";"7";"7";"7";"7";"5";"7";"6";"7";"6";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-S911B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"53e987866f9eec4886c192fd7e048628";"1";"0";"1710842522";"2024-03-19 10:02:02";"2024-03-19 10:03:43";"0000-00-00 00:00:00";"13";"15";"76";"79";"0";"87";"0";"101"
"1741";"0";"0";"31";"6888322";"-77";"182";"3";"54";"1";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"7";"7";"7";"7";"4";"4";"7";"4";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/2;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578250487]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"0";"0";"-77";"-77";"8545a94c90fb30d63a1462f29d2544d2";"1";"0";"1710842595";"2024-03-19 10:03:15";"2024-03-19 10:06:17";"0000-00-00 00:00:00";"21";"26";"158";"163";"0";"0";"165";"182"
"1742";"0";"0";"31";"6888322";"-77";"144";"1";"41";"1";"4";"1";"-99";"1";"1";"-99";"1";"2";"7";"1";"2";"2";"4";"4";"1";"3";"6";"7";"7";"7";"7";"7";"6";"4";"5";"3";"3";"3";"Mozilla/5.0 (Linux; Android 12; SM-T500 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.105 Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"612335ca5d51f1974b1f93ae440e6773";"1";"0";"1710842638";"2024-03-19 10:03:58";"2024-03-19 10:06:22";"0000-00-00 00:00:00";"21";"26";"111";"116";"125";"0";"0";"144"
"1743";"0";"0";"31";"6888322";"-77";"128";"2";"46";"1";"4";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"1";"1";"7";"7";"1";"7";"7";"7";"7";"7";"6";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/2;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578250487]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"c13de406a2f0431d79c82befa60dcd06";"1";"0";"1710842676";"2024-03-19 10:04:36";"2024-03-19 10:06:44";"0000-00-00 00:00:00";"21";"25";"105";"108";"0";"115";"0";"128"
"1745";"0";"0";"31";"6888322";"-77";"135";"1";"41";"1";"6";"1";"-99";"1";"1";"-99";"1";"5";"2";"2";"5";"3";"2";"3";"1";"4";"4";"7";"5";"4";"5";"3";"5";"5";"3";"2";"3";"2";"Mozilla/5.0 (Linux; Android 13; SM-G781U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"7c351d75b10a19f49abd73c62355f11e";"1";"0";"1710842740";"2024-03-19 10:05:40";"2024-03-19 10:07:55";"0000-00-00 00:00:00";"20";"23";"109";"112";"122";"0";"0";"135"
